id,name,description_en,manufacturer,part_number,price,currency,price_usd,us_rrp_usd,price_ratio,in_stock,url,category_group,subcategory,subcategory_description
125214,לוח אם Gigabyte B860 AORUS ELITE WIFI7 ICE DDR5 ATX בצבע לבן,Gigabyte B860 AORUS ELITE WIFI7 ICE DDR5 ATX Motherboard (White),Gigabyte,B860 AORUS ELITE WIFI7 ICE,1055,ILS,340.76,300,1.14,True,https://www.ivory.co.il/catalog.php?id=125214,Motherboard,intel-motherboards,Intel Motherboards
140975,לוח אם MAXSUN eSport Z890M WIFI ICE 1851 mATX,MAXSUN eSport Z890M WIFI ICE 1851 mATX Motherboard,MAXSUN,eSport Z890M WIFI ICE,880,ILS,284.24,280,1.02,True,https://www.ivory.co.il/catalog.php?id=140975,Motherboard,intel-motherboards,Intel Motherboards
140963,לוח אם MAXSUN Challenger H810M-K WIFI6 1851 mATX,MAXSUN Challenger H810M-K WIFI6 1851 mATX Motherboard,MAXSUN,Challenger H810M-K WIFI6,499,ILS,161.18,150,1.07,True,https://www.ivory.co.il/catalog.php?id=140963,Motherboard,intel-motherboards,Intel Motherboards
130782,לוח אם ASUS PRIME B860M-K 1851 DDR5 mATX,ASUS PRIME B860M-K 1851 DDR5 mATX Motherboard,ASUS,PRIME B860M-K,660,ILS,213.18,180,1.18,True,https://www.ivory.co.il/catalog.php?id=130782,Motherboard,intel-motherboards,Intel Motherboards
130794,לוח אם ASUS PRIME B860M-A-CSM 1851 DDR5 mATX,ASUS PRIME B860M-A-CSM 1851 DDR5 mATX Motherboard,ASUS,PRIME B860M-A-CSM,699,ILS,225.78,200,1.13,True,https://www.ivory.co.il/catalog.php?id=130794,Motherboard,intel-motherboards,Intel Motherboards
113317,לוח אם ASUS PRIME Z890-P WIFI7 ATX 1851,ASUS PRIME Z890-P WIFI7 ATX Motherboard (Socket 1851),ASUS,PRIME Z890-P WIFI7,1105,ILS,356.92,350,1.02,True,https://www.ivory.co.il/catalog.php?id=113317,Motherboard,intel-motherboards,Intel Motherboards
62103,לוח אם Gigabyte B760M GAMING DDR4 mATX,Gigabyte B760M GAMING DDR4 mATX Motherboard,Gigabyte,B760M GAMING DDR4,480,ILS,155.04,110,1.41,True,https://www.ivory.co.il/catalog.php?id=62103,Motherboard,intel-motherboards,Intel Motherboards
94674,לוח אם ASUS PRIME H610M-K DDR5 mATX,ASUS PRIME H610M-K DDR5 mATX Motherboard,ASUS,PRIME H610M-K DDR5,453,ILS,146.32,100,1.46,True,https://www.ivory.co.il/catalog.php?id=94674,Motherboard,intel-motherboards,Intel Motherboards
106832,לוח אם 1700 ASUS Prime H610M-A-CSM DDR5,ASUS Prime H610M-A-CSM DDR5 Motherboard (Socket 1700),ASUS,Prime H610M-A-CSM DDR5,460,ILS,148.58,110,1.35,True,https://www.ivory.co.il/catalog.php?id=106832,Motherboard,intel-motherboards,Intel Motherboards
112965,לוח אם ASUS Prime H610M-K mATX 1700 DDR5,ASUS Prime H610M-K mATX Motherboard (Socket 1700 DDR5),ASUS,Prime H610M-K DDR5,449,ILS,145.03,100,1.45,True,https://www.ivory.co.il/catalog.php?id=112965,Motherboard,intel-motherboards,Intel Motherboards
113329,לוח אם ASUS ROG STRIX Z890-F GAMING WIFI7 ATX 1851,ASUS ROG STRIX Z890-F GAMING WIFI7 ATX Motherboard (LGA 1851),ASUS,ROG STRIX Z890-F GAMING WIFI7,2205,ILS,712.22,480,1.48,True,https://www.ivory.co.il/catalog.php?id=113329,Motherboard,intel-motherboards,Intel Motherboards
113321,לוח אם ASUS ROG MAXIMUS Z890 HERO WIFI7 ATX 1851,ASUS ROG MAXIMUS Z890 HERO WIFI7 ATX Motherboard (LGA 1851),ASUS,ROG MAXIMUS Z890 HERO WIFI7,3335,ILS,1077.2,650,1.66,True,https://www.ivory.co.il/catalog.php?id=113321,Motherboard,intel-motherboards,Intel Motherboards
113333,לוח אם ASUS ROG MAXIMUS Z890 EXTREME WIFI7 E-ATX 1851,ASUS ROG MAXIMUS Z890 EXTREME WIFI7 E-ATX Motherboard (LGA 1851),ASUS,ROG MAXIMUS Z890 EXTREME WIFI7,6485,ILS,2094.66,850,2.46,True,https://www.ivory.co.il/catalog.php?id=113333,Motherboard,intel-motherboards,Intel Motherboards
113315,לוח אם ASUS PRIME Z890-P ATX 1851,ASUS PRIME Z890-P ATX Motherboard (LGA 1851),ASUS,PRIME Z890-P,1215,ILS,392.44,320,1.23,True,https://www.ivory.co.il/catalog.php?id=113315,Motherboard,intel-motherboards,Intel Motherboards
112833,לוח אם MSI PRO Z890-P WIFI7 ATX 1851,MSI PRO Z890-P WIFI7 ATX Motherboard (LGA 1851),MSI,PRO Z890-P WIFI7,845,ILS,272.94,370,0.74,True,https://www.ivory.co.il/catalog.php?id=112833,Motherboard,intel-motherboards,Intel Motherboards
114701,לוח אם ASRock Z890 Pro-A Thunderbolt 4 ATX 1851,ASRock Z890 Pro-A Thunderbolt 4 ATX Motherboard for socket 1851,ASRock,Z890 Pro-A Thunderbolt 4,1172,ILS,378.56,350,1.08,True,https://www.ivory.co.il/catalog.php?id=114701,Motherboard,intel-motherboards,Intel Motherboards
114695,לוח אם ASRock PHANTOM GAMING Z890 Riptide WiFi7 Thunderbolt 4 ATX 1851,ASRock PHANTOM GAMING Z890 Riptide WiFi7 Thunderbolt 4 ATX Motherboard for socket 1851,ASRock,PHANTOM GAMING Z890 Riptide WiFi7 Thunderbolt 4,1757,ILS,567.51,400,1.42,True,https://www.ivory.co.il/catalog.php?id=114695,Motherboard,intel-motherboards,Intel Motherboards
114697,לוח אם ASRock PHANTOM GAMING Z890M Riptide WiFi6E Thunderbolt 4 mATX 1851,ASRock PHANTOM GAMING Z890M Riptide WiFi6E Thunderbolt 4 mATX Motherboard for socket 1851,ASRock,PHANTOM GAMING Z890M Riptide WiFi6E Thunderbolt 4,1555,ILS,502.26,370,1.36,True,https://www.ivory.co.il/catalog.php?id=114697,Motherboard,intel-motherboards,Intel Motherboards
114389,לוח אם Gigabyte Z890 AORUS PRO ICE WIFI7 ATX 1851 בצבע לבן,"Gigabyte Z890 AORUS PRO ICE WIFI7 ATX Motherboard for socket 1851, White Color",Gigabyte,Z890 AORUS PRO ICE WIFI7,1690,ILS,545.87,450,1.21,True,https://www.ivory.co.il/catalog.php?id=114389,Motherboard,intel-motherboards,Intel Motherboards
88467,לוח אם ASUS PRIME B760M-K 1700 DDR5 mATX,ASUS PRIME B760M-K LGA 1700 DDR5 mATX Motherboard,ASUS,PRIME B760M-K,570,ILS,184.11,110,1.67,True,https://www.ivory.co.il/catalog.php?id=88467,Motherboard,intel-motherboards,Intel Motherboards
125205,לוח אם ASUS PRIME B860-PLUS-CSM DDR5 ATX,ASUS PRIME B860-PLUS-CSM DDR5 ATX Motherboard,ASUS,PRIME B860-PLUS-CSM,782,ILS,252.59,150,1.68,True,https://www.ivory.co.il/catalog.php?id=125205,Motherboard,intel-motherboards,Intel Motherboards
130770,לוח אם ASUS ROG STRIX B860-G GAMING WIFI 1851 DDR5 mATX,ASUS ROG STRIX B860-G GAMING WIFI 1851 DDR5 mATX Motherboard,ASUS,ROG STRIX B860-G GAMING WIFI,1175,ILS,379.53,260,1.46,True,https://www.ivory.co.il/catalog.php?id=130770,Motherboard,intel-motherboards,Intel Motherboards
130785,לוח אם ASUS TUF GAMING B860M-PLUS WIFI 1851 DDR5 mATX,ASUS TUF GAMING B860M-PLUS WIFI 1851 DDR5 mATX Motherboard,ASUS,TUF GAMING B860M-PLUS WIFI,1013,ILS,327.2,240,1.36,True,https://www.ivory.co.il/catalog.php?id=130785,Motherboard,intel-motherboards,Intel Motherboards
130788,לוח אם ASUS TUF GAMING B860M-PLUS 1851 DDR5 mATX,ASUS TUF GAMING B860M-PLUS 1851 DDR5 mATX Motherboard,ASUS,TUF GAMING B860M-PLUS,1013,ILS,327.2,220,1.49,True,https://www.ivory.co.il/catalog.php?id=130788,Motherboard,intel-motherboards,Intel Motherboards
114715,לוח אם Gigabyte Z890 UD WIFI6E 1851 DDR5 ATX,Gigabyte Z890 UD WIFI6E 1851 DDR5 ATX Motherboard,Gigabyte,Z890 UD WIFI6E,920,ILS,297.16,320,0.93,True,https://www.ivory.co.il/catalog.php?id=114715,Motherboard,intel-motherboards,Intel Motherboards
133245,לוח אם ASUS PRIME H810M-A WIFI 1851 DDR5 mATX,"ASUS PRIME H810M-A WIFI Motherboard, 1851 Socket, DDR5, mATX Form Factor",ASUS,PRIME H810M-A WIFI,610,ILS,197.03,110,1.79,True,https://www.ivory.co.il/catalog.php?id=133245,Motherboard,intel-motherboards,Intel Motherboards
133248,לוח אם ASUS PRIME H810M-A-CSM 1851 DDR5 mATX,"ASUS PRIME H810M-A-CSM Motherboard, 1851 Socket, DDR5, mATX Form Factor, Corporate Stable Model",ASUS,PRIME H810M-A-CSM,660,ILS,213.18,110,1.94,True,https://www.ivory.co.il/catalog.php?id=133248,Motherboard,intel-motherboards,Intel Motherboards
133389,לוח אם ASUS PRIME B760M-A-CSM DDR5 1700 mATX,"ASUS PRIME B760M-A-CSM Motherboard, 1700 Socket, DDR5, mATX Form Factor, Corporate Stable Model",ASUS,PRIME B760M-A-CSM,616,ILS,198.97,150,1.33,True,https://www.ivory.co.il/catalog.php?id=133389,Motherboard,intel-motherboards,Intel Motherboards
130773,לוח אם ASUS ROG STRIX B860-F GAMING WIFI7 DDR5 1851 ATX,"ASUS ROG STRIX B860-F GAMING WIFI7 Motherboard, 1851 Socket, DDR5, ATX Form Factor",ASUS,ROG STRIX B860-F GAMING WIFI7,1375,ILS,444.12,300,1.48,True,https://www.ivory.co.il/catalog.php?id=130773,Motherboard,intel-motherboards,Intel Motherboards
133665,לוח אם Gigabyte B860M AORUS ELITE WIFI6E 1851 DDR5 mATX,"Gigabyte B860M AORUS ELITE WIFI6E Motherboard, 1851 Socket, DDR5, mATX Form Factor",Gigabyte,B860M AORUS ELITE WIFI6E,985,ILS,318.16,230,1.38,True,https://www.ivory.co.il/catalog.php?id=133665,Motherboard,intel-motherboards,Intel Motherboards
135462,מציאון - לוח אם MSI Pro B760M-P 1700 mATX DDR5 - מתוקן,MSI Pro B760M-P LGA 1700 mATX DDR5 Motherboard - Repaired/Returned,MSI,Pro B760M-P,446,ILS,144.06,100,1.44,True,https://www.ivory.co.il/catalog.php?id=135462,Motherboard,intel-motherboards,Intel Motherboards
124869,מציאון - לוח אם MSI B760M Bomber WIFI 6E DDR5 mATX - מוחדש,MSI B760M Bomber WIFI 6E DDR5 mATX Motherboard - Refurbished,MSI,B760M Bomber WIFI 6E,499,ILS,161.18,130,1.24,True,https://www.ivory.co.il/catalog.php?id=124869,Motherboard,intel-motherboards,Intel Motherboards
129537,מציאון - לוח אם Gigabyte Z790 Aero G ATX - מוחדש,Gigabyte Z790 Aero G ATX Motherboard - Refurbished,Gigabyte,Z790 Aero G,990,ILS,319.77,250,1.28,True,https://www.ivory.co.il/catalog.php?id=129537,Motherboard,intel-motherboards,Intel Motherboards
140960,לוח אם MAXSUN Challenger H610M-H WIFI5 1700 mATX,MAXSUN Challenger H610M-H WIFI5 LGA 1700 mATX Motherboard,MAXSUN,Challenger H610M-H WIFI5,399,ILS,128.88,80,1.61,True,https://www.ivory.co.il/catalog.php?id=140960,Motherboard,intel-motherboards,Intel Motherboards
146669,מציאון - לוח אם ASUS Prime Z790M-PLUS DDR5 1700 - מוחדש,ASUS Prime Z790M-PLUS DDR5 LGA 1700 Motherboard - Refurbished,ASUS,Prime Z790M-PLUS,850,ILS,274.55,230,1.19,True,https://www.ivory.co.il/catalog.php?id=146669,Motherboard,intel-motherboards,Intel Motherboards
150886,מציאון - לוח אם ASUS TUF GAMING B860M-PLUS WIFI 1851 DDR5 mATX - מוחדש,"Refurbished ASUS TUF GAMING B860M-PLUS WIFI Motherboard, LGA 1851, DDR5, mATX",ASUS,TUF GAMING B860M-PLUS WIFI,899,ILS,290.38,160,1.81,True,https://www.ivory.co.il/catalog.php?id=150886,Motherboard,intel-motherboards,Intel Motherboards
153475,מציאון - לוח אם Gigabyte B760M DS3H DDR4 - מוחדש,"Refurbished Gigabyte B760M DS3H Motherboard, DDR4",Gigabyte,B760M DS3H DDR4,388,ILS,125.32,90,1.39,True,https://www.ivory.co.il/catalog.php?id=153475,Motherboard,intel-motherboards,Intel Motherboards
154684,מציאון - לוח אם MSI B760 GAMING PLUS WIFI 6E DDR5 - מוחדש,"Refurbished MSI B760 GAMING PLUS WIFI 6E Motherboard, DDR5",MSI,B760 GAMING PLUS WIFI 6E DDR5,640,ILS,206.72,140,1.48,True,https://www.ivory.co.il/catalog.php?id=154684,Motherboard,intel-motherboards,Intel Motherboards
125166,לוח אם ASUS ROG STRIX B850-E GAMING WIFI7 DDR5 ATX AMD,ASUS ROG STRIX B850-E GAMING WIFI7 DDR5 ATX AMD Motherboard,ASUS,ROG STRIX B850-E GAMING WIFI7,1545,ILS,499.04,270,1.85,True,https://www.ivory.co.il/catalog.php?id=125166,Motherboard,amd-motherboards,AMD Motherboards
133674,לוח אם Gigabyte B650M GAMING WIFI5 DDR5 mATX AM5 AMD,Gigabyte B650M GAMING WIFI5 DDR5 mATX AM5 AMD Motherboard,Gigabyte,B650M GAMING WIFI5,595,ILS,192.19,140,1.37,True,https://www.ivory.co.il/catalog.php?id=133674,Motherboard,amd-motherboards,AMD Motherboards
112797,לוח אם Gigabyte X870E AORUS PRO ICE WIFI7 ATX AM5 AMD,Gigabyte X870E AORUS PRO ICE WIFI7 ATX AM5 AMD Motherboard,Gigabyte,X870E AORUS PRO ICE WIFI7,1665,ILS,537.79,550,0.98,True,https://www.ivory.co.il/catalog.php?id=112797,Motherboard,amd-motherboards,AMD Motherboards
133494,לוח אם ASUS PRIME B550M-A/CSM DDR4 AM4 AMD,ASUS PRIME B550M-A/CSM DDR4 AM4 AMD Motherboard,ASUS,PRIME B550M-A/CSM,475,ILS,153.43,90,1.7,True,https://www.ivory.co.il/catalog.php?id=133494,Motherboard,amd-motherboards,AMD Motherboards
116465,לוח אם Gigabyte X870 GAMING WIFI6 ATX AM5 AMD,Gigabyte X870 GAMING WIFI6 ATX AM5 AMD Motherboard,Gigabyte,X870 GAMING WIFI6,1045,ILS,337.54,430,0.78,True,https://www.ivory.co.il/catalog.php?id=116465,Motherboard,amd-motherboards,AMD Motherboards
147220,לוח אם ASUS PRIME B550M-A WIFI II mATX AM4 AMD,ASUS PRIME B550M-A WIFI II mATX AM4 AMD Motherboard,ASUS,PRIME B550M-A WIFI II,499,ILS,161.18,100,1.61,True,https://www.ivory.co.il/catalog.php?id=147220,Motherboard,amd-motherboards,AMD Motherboards
110727,לוח אם ASUS Prime B550M-K ARGB AM4 mATX DDR4 AMD,ASUS Prime B550M-K ARGB AM4 mATX DDR4 AMD Motherboard,ASUS,Prime B550M-K ARGB,419,ILS,135.34,85,1.59,True,https://www.ivory.co.il/catalog.php?id=110727,Motherboard,amd-motherboards,AMD Motherboards
113413,לוח אם ASUS ProArt X870E-CREATOR WIFI7 ATX AM5 AMD,ASUS ProArt X870E-CREATOR WIFI7 ATX AM5 AMD Motherboard,ASUS,ProArt X870E-CREATOR WIFI7,2485,ILS,802.65,600,1.34,True,https://www.ivory.co.il/catalog.php?id=113413,Motherboard,amd-motherboards,AMD Motherboards
135102,לוח אם ASUS PRIME B850M-K DDR5 mATX AM5 AMD,ASUS PRIME B850M-K DDR5 mATX AM5 AMD Motherboard,ASUS,PRIME B850M-K DDR5,710,ILS,229.33,150,1.53,True,https://www.ivory.co.il/catalog.php?id=135102,Motherboard,amd-motherboards,AMD Motherboards
125169,לוח אם Gigabyte B850 AORUS ELITE WIFI7 ICE DDR5 ATX AMD בצבע לבן,Gigabyte B850 AORUS ELITE WIFI7 ICE DDR5 ATX AMD Motherboard (White),Gigabyte,B850 AORUS ELITE WIFI7 ICE,1060,ILS,342.38,290,1.18,True,https://www.ivory.co.il/catalog.php?id=125169,Motherboard,amd-motherboards,AMD Motherboards
125163,לוח אם Gigabyte B850M AORUS ELITE WIFI6E ICE DDR5 mATX AMD בצבע לבן,Gigabyte B850M AORUS ELITE WIFI6E ICE DDR5 mATX AMD Motherboard (White),Gigabyte,B850M AORUS ELITE WIFI6E ICE,945,ILS,305.24,240,1.27,True,https://www.ivory.co.il/catalog.php?id=125163,Motherboard,amd-motherboards,AMD Motherboards
133410,לוח אם ASUS TUF GAMING B850-E WIFI6E DDR5 ATX AM5 AMD,ASUS TUF GAMING B850-E WIFI6E DDR5 ATX AM5 AMD Motherboard,ASUS,TUF GAMING B850-E WIFI6E,967,ILS,312.34,250,1.25,True,https://www.ivory.co.il/catalog.php?id=133410,Motherboard,amd-motherboards,AMD Motherboards
113405,לוח אם ASUS ROG STRIX X870-A GAMING WIFI7 ATX AM5 AMD בצבע לבן,ASUS ROG STRIX X870-A GAMING WIFI7 ATX AM5 AMD Motherboard (White),ASUS,ROG STRIX X870-A GAMING WIFI7,1790,ILS,578.17,400,1.45,True,https://www.ivory.co.il/catalog.php?id=113405,Motherboard,amd-motherboards,AMD Motherboards
125193,לוח אם Gigabyte B850M D3HP DDR5 mATX AMD,Gigabyte B850M D3HP DDR5 mATX AMD Motherboard,Gigabyte,B850M D3HP,680,ILS,219.64,180,1.22,True,https://www.ivory.co.il/catalog.php?id=125193,Motherboard,amd-motherboards,AMD Motherboards
148822,לוח אם SAPPHIRE B650M-E mATX AM5 AMD,SAPPHIRE B650M-E mATX AM5 AMD Motherboard,SAPPHIRE,B650M-E,449,ILS,145.03,130,1.12,True,https://www.ivory.co.il/catalog.php?id=148822,Motherboard,amd-motherboards,AMD Motherboards
140660,לוח אם ASUS ROG CROSSHAIR X870E EXTREME E-ATX WIFI7 DDR5 AM5 AMD,ASUS ROG CROSSHAIR X870E EXTREME E-ATX Motherboard WIFI7 DDR5 AM5 AMD,ASUS,ROG CROSSHAIR X870E EXTREME,4990,ILS,1611.77,900,1.79,True,https://www.ivory.co.il/catalog.php?id=140660,Motherboard,amd-motherboards,AMD Motherboards
148831,לוח אם SAPPHIRE NITRO+ B850M WIFI 6 mATX AM5 AMD,SAPPHIRE NITRO+ B850M WIFI 6 mATX Motherboard AM5 AMD,SAPPHIRE,NITRO+ B850M WIFI 6,699,ILS,225.78,220,1.03,True,https://www.ivory.co.il/catalog.php?id=148831,Motherboard,amd-motherboards,AMD Motherboards
149641,לוח אם MSI MPG X870E EDGE TI WIFI 7 ATX AM5 AMD,MSI MPG X870E EDGE TI WIFI 7 ATX Motherboard AM5 AMD,MSI,MPG X870E EDGE TI WIFI 7,1845,ILS,595.94,500,1.19,True,https://www.ivory.co.il/catalog.php?id=149641,Motherboard,amd-motherboards,AMD Motherboards
112783,לוח אם Gigabyte X870 EAGLE WIFI7 ATX AM5 AMD,Gigabyte X870 EAGLE WIFI7 ATX Motherboard AM5 AMD,Gigabyte,X870 EAGLE WIFI7,1150,ILS,371.45,370,1.0,True,https://www.ivory.co.il/catalog.php?id=112783,Motherboard,amd-motherboards,AMD Motherboards
112799,לוח אם Gigabyte X870E AORUS PRO WIFI7 ATX AM5 AMD,Gigabyte X870E AORUS PRO WIFI7 ATX Motherboard AM5 AMD,Gigabyte,X870E AORUS PRO WIFI7,1635,ILS,528.11,550,0.96,True,https://www.ivory.co.il/catalog.php?id=112799,Motherboard,amd-motherboards,AMD Motherboards
112807,לוח אם ASUS ROG Crosshair X870E HERO WIFI7 ATX AM5 AMD,ASUS ROG Crosshair X870E HERO WIFI7 ATX AM5 AMD Motherboard,ASUS,ROG Crosshair X870E HERO WIFI7,3320,ILS,1072.36,699,1.53,True,https://www.ivory.co.il/catalog.php?id=112807,Motherboard,amd-motherboards,AMD Motherboards
112787,לוח אם MSI PRO X870-P WIFI7 ATX AM5 AMD,MSI PRO X870-P WIFI7 ATX AM5 AMD Motherboard,MSI,PRO X870-P WIFI7,1115,ILS,360.15,499,0.72,True,https://www.ivory.co.il/catalog.php?id=112787,Motherboard,amd-motherboards,AMD Motherboards
112803,לוח אם ASUS ROG STRIX X870-F GAMING WIFI7 ATX AM5 AMD,ASUS ROG STRIX X870-F GAMING WIFI7 ATX AM5 AMD Motherboard,ASUS,ROG STRIX X870-F GAMING WIFI7,1979,ILS,639.22,529,1.21,True,https://www.ivory.co.il/catalog.php?id=112803,Motherboard,amd-motherboards,AMD Motherboards
113411,לוח אם ASUS PRIME X870-P ATX AM5 AMD,ASUS PRIME X870-P ATX AM5 AMD Motherboard,ASUS,PRIME X870-P,1215,ILS,392.44,379,1.04,True,https://www.ivory.co.il/catalog.php?id=113411,Motherboard,amd-motherboards,AMD Motherboards
113409,לוח אם ASUS PRIME X870-P WIFI7 ATX AM5 AMD,ASUS PRIME X870-P WIFI7 ATX AM5 AMD Motherboard,ASUS,PRIME X870-P WIFI7,1285,ILS,415.06,399,1.04,True,https://www.ivory.co.il/catalog.php?id=113409,Motherboard,amd-motherboards,AMD Motherboards
125142,לוח אם ASUS ROG STRIX B850-F GAMING WIFI7 DDR5 ATX AMD,ASUS ROG STRIX B850-F GAMING WIFI7 DDR5 ATX AMD Motherboard,ASUS,ROG STRIX B850-F GAMING WIFI7,1550,ILS,500.65,369,1.36,True,https://www.ivory.co.il/catalog.php?id=125142,Motherboard,amd-motherboards,AMD Motherboards
125160,לוח אם ASUS ROG STRIX B850-A GAMING WIFI7 DDR5 ATX AMD בצבע לבן,ASUS ROG STRIX B850-A GAMING WIFI7 DDR5 ATX AMD Motherboard (White),ASUS,ROG STRIX B850-A GAMING WIFI7,1350,ILS,436.05,379,1.15,True,https://www.ivory.co.il/catalog.php?id=125160,Motherboard,amd-motherboards,AMD Motherboards
125187,לוח אם Gigabyte B850M DS3H DDR5 mATX AMD,Gigabyte B850M DS3H DDR5 mATX AMD Motherboard,Gigabyte,B850M DS3H,720,ILS,232.56,199,1.17,True,https://www.ivory.co.il/catalog.php?id=125187,Motherboard,amd-motherboards,AMD Motherboards
133413,לוח אם ASUS PRIME B850-PLUS WIFI6E DDR5 ATX AM5 AMD,ASUS PRIME B850-PLUS WIFI6E DDR5 ATX AM5 AMD Motherboard,ASUS,PRIME B850-PLUS WIFI6E,980,ILS,316.54,289,1.1,True,https://www.ivory.co.il/catalog.php?id=133413,Motherboard,amd-motherboards,AMD Motherboards
135084,לוח אם ASUS B850 MAX GAMING WIFI W DDR5 ATX AM5 AMD - לבן,ASUS B850 MAX GAMING WIFI W DDR5 ATX AM5 AMD Motherboard (White),ASUS,B850 MAX GAMING WIFI W,1050,ILS,339.15,299,1.13,True,https://www.ivory.co.il/catalog.php?id=135084,Motherboard,amd-motherboards,AMD Motherboards
134865,לוח אם ASUS X870 MAX GAMING WIFI7 DDR5 ATX AM5 AMD,ASUS X870 MAX GAMING WIFI7 DDR5 ATX AM5 AMD Motherboard,ASUS,X870 MAX GAMING WIFI7,1415,ILS,457.05,450,1.02,True,https://www.ivory.co.il/catalog.php?id=134865,Motherboard,amd-motherboards,AMD Motherboards
134868,לוח אם ASUS X870 MAX GAMING WIFI7 W DDR5 ATX AM5 AMD - לבן,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX AM5 AMD Motherboard - White,ASUS,X870 MAX GAMING WIFI7 W,1415,ILS,457.05,460,0.99,True,https://www.ivory.co.il/catalog.php?id=134868,Motherboard,amd-motherboards,AMD Motherboards
135096,לוח אם ASUS PRIME B850M-A WIFI 6E mATX AM5 AMD,ASUS PRIME B850M-A WIFI 6E mATX AM5 AMD Motherboard,ASUS,PRIME B850M-A WIFI 6E,806,ILS,260.34,210,1.24,True,https://www.ivory.co.il/catalog.php?id=135096,Motherboard,amd-motherboards,AMD Motherboards
135099,לוח אם ASUS PRIME B850M-A-CSM mATX AM5 AMD,ASUS PRIME B850M-A-CSM mATX AM5 AMD Motherboard,ASUS,PRIME B850M-A-CSM,806,ILS,260.34,200,1.3,True,https://www.ivory.co.il/catalog.php?id=135099,Motherboard,amd-motherboards,AMD Motherboards
135087,לוח אם ASUS TUF GAMING B850M-E WIFI 6E mATX AM5 AMD,ASUS TUF GAMING B850M-E WIFI 6E mATX AM5 AMD Motherboard,ASUS,TUF GAMING B850M-E WIFI 6E,949,ILS,306.53,220,1.39,True,https://www.ivory.co.il/catalog.php?id=135087,Motherboard,amd-motherboards,AMD Motherboards
135093,לוח אם ASUS B850M MAX GAMING WIFI6 DDR5 mATX AM5 AMD,ASUS B850M MAX GAMING WIFI6 DDR5 mATX AM5 AMD Motherboard,ASUS,B850M MAX GAMING WIFI6,1050,ILS,339.15,200,1.7,True,https://www.ivory.co.il/catalog.php?id=135093,Motherboard,amd-motherboards,AMD Motherboards
140657,לוח אם ASUS ROG CROSSHAIR X870E APEX ATX WIFI7 DDR5 AM5 AMD,ASUS ROG CROSSHAIR X870E APEX ATX WIFI7 DDR5 AM5 AMD Motherboard,ASUS,ROG CROSSHAIR X870E APEX,3290,ILS,1062.67,600,1.77,True,https://www.ivory.co.il/catalog.php?id=140657,Motherboard,amd-motherboards,AMD Motherboards
147094,לוח אם ASUS ROG STRIX X870E-H GAMING WIFI7 DDR5 ATX,ASUS ROG STRIX X870E-H GAMING WIFI7 DDR5 ATX AMD Motherboard,ASUS,ROG STRIX X870E-H GAMING WIFI7,1850,ILS,597.55,500,1.2,True,https://www.ivory.co.il/catalog.php?id=147094,Motherboard,amd-motherboards,AMD Motherboards
149620,לוח אם MSI X870 GAMING PLUS WIFI 7 ATX AM5 AMD,MSI X870 GAMING PLUS WIFI 7 ATX AM5 AMD Motherboard,MSI,X870 GAMING PLUS WIFI 7,1470,ILS,474.81,430,1.1,True,https://www.ivory.co.il/catalog.php?id=149620,Motherboard,amd-motherboards,AMD Motherboards
149623,לוח אם MSI MAG X870E TOMAHAWK WIFI 7 ATX AM5 AMD,MSI MAG X870E TOMAHAWK WIFI 7 ATX AM5 AMD Motherboard,MSI,MAG X870E TOMAHAWK WIFI 7,1565,ILS,505.5,500,1.01,True,https://www.ivory.co.il/catalog.php?id=149623,Motherboard,amd-motherboards,AMD Motherboards
149617,לוח אם MSI PRO X870E-P WIFI 7 ATX AM5 AMD,MSI PRO X870E-P WIFI 7 ATX AM5 AMD Motherboard,MSI,PRO X870E-P WIFI 7,1220,ILS,394.06,480,0.82,True,https://www.ivory.co.il/catalog.php?id=149617,Motherboard,amd-motherboards,AMD Motherboards
146627,לוח אם MAXSUN Challenger B650M-K WIFI6 mATX AM5 AMD,MAXSUN Challenger B650M-K WIFI6 mATX AM5 AMD Motherboard,MAXSUN,Challenger B650M-K WIFI6,550,ILS,177.65,130,1.37,True,https://www.ivory.co.il/catalog.php?id=146627,Motherboard,amd-motherboards,AMD Motherboards
148828,לוח אם SAPPHIRE PURE B850M WIFI 6 mATX AM5 AMD,SAPPHIRE PURE B850M WIFI 6 mATX AM5 AMD Motherboard,SAPPHIRE,PURE B850M WIFI 6,699,ILS,225.78,170,1.33,True,https://www.ivory.co.il/catalog.php?id=148828,Motherboard,amd-motherboards,AMD Motherboards
148837,לוח אם SAPPHIRE NITRO+ B850A WIFI 7 ATX AM5 AMD,SAPPHIRE NITRO+ B850A WIFI 7 ATX AM5 AMD Motherboard,SAPPHIRE,NITRO+ B850A WIFI 7,799,ILS,258.08,280,0.92,True,https://www.ivory.co.il/catalog.php?id=148837,Motherboard,amd-motherboards,AMD Motherboards
148834,לוח אם SAPPHIRE PURE B850A WIFI 7 ATX AM5 AMD,SAPPHIRE PURE B850A WIFI 7 ATX AM5 AMD Motherboard,SAPPHIRE,PURE B850A WIFI 7,879,ILS,283.92,270,1.05,True,https://www.ivory.co.il/catalog.php?id=148834,Motherboard,amd-motherboards,AMD Motherboards
